dtRef,idUsuario,qtdeTransacoes,qtdeDias,mediaTransacoesDias,saldoPontos,qtdePontosPos,qtdePontosNeg,qtdeDiasUltimaTransacao,qtdeDiasPrimeiraTransacao,qtdSkuDistintos,qtdeChatMessage,qtdePresença,qtdeTrocaStreamElements,qtdeChurn,qtdePonei,qtdeAirflowLover,qtdePresencaStreak,qtdeDailyLoot,qtdeRLover,qtdeVendaItemRPG,qtdeTransacoesD7,qtdeDiasD7,saldoPontosD7,qtdePontosPosD7,qtdePontosNegD7,qtdeTransacoesD14,qtdeDiasD14,saldoPontosD14,qtdePontosPosD14,qtdePontosNegD14,qtdeTransacoesD28,qtdeDiasD28,saldoPontosD28,qtdePontosPosD28,qtdePontosNegD28,propAvgQtdeTransacoes,propAvgQtdeDias,propAvgMediaTransacoesDias,propAvgSaldoPontos,propAvgQtdePontosPos,propAvgQtdePontosNeg,flagChurn
2024-09-01,b8585fb7-9338-4f00-992a-07cf857e6e14,16,6,2.66666666666667,310,310,0,3.0,186.0,2,10,6,0,0,0,0,0,0,0,0,3,2,101,101,0,3,2,101,101,0,3,2,101,101,0,0.205906023648858,0.578636047320807,0.64495520656816,0.610922492608327,0.360757217173703,0.0,0
2024-08-01,b8585fb7-9338-4f00-992a-07cf857e6e14,11,3,3.66666666666667,158,158,0,2.0,155.0,2,8,3,0,0,0,0,0,0,0,0,7,1,56,56,0,7,1,56,56,0,7,1,56,56,0,0.146484721132181,0.311919351650524,0.867662767937537,0.330322778948819,0.200034338730719,0.0,0
2025-04-01,b8585fb7-9338-4f00-992a-07cf857e6e14,194,37,5.24324324324324,2139,2439,-300,13.0,398.0,7,139,36,0,16,0,1,1,1,0,0,0,0,0,0,0,1,1,50,50,0,7,2,105,105,0,2.38183059391903,3.14213068904144,1.32608296465989,4.13034971411204,2.58662457219451,0.705792854727826,1
2024-11-01,b8585fb7-9338-4f00-992a-07cf857e6e14,140,28,5.0,1518,1818,-300,7.0,247.0,6,98,27,0,13,0,1,0,1,0,0,11,1,60,60,0,29,5,372,372,0,58,12,876,926,-50,1.68954138325813,2.46323024054983,1.22695522127902,2.75833760903027,1.90076605774897,0.738688827331487,1
2024-03-01,b8585fb7-9338-4f00-992a-07cf857e6e14,2,1,2.0,51,51,0,2.0,2.0,2,1,1,0,0,0,0,0,0,0,0,2,1,51,51,0,2,1,51,51,0,2,1,51,51,0,0.0663421153111875,0.269588828549263,0.430781442899685,0.197934931927583,0.173686995893646,0.0,1
2024-10-01,b8585fb7-9338-4f00-992a-07cf857e6e14,62,15,4.13333333333333,564,814,-250,1.0,216.0,4,44,15,0,2,0,0,0,1,0,0,34,5,46,296,-250,43,7,153,403,-250,46,9,254,504,-250,0.765714935406393,1.37550783517121,1.00564351568092,1.05916751848242,0.885203353772995,0.645879600312757,0
2025-01-01,b8585fb7-9338-4f00-992a-07cf857e6e14,155,31,5.0,1707,2007,-300,21.0,308.0,6,107,30,0,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,3,189,189,0,1.81409933680161,2.59990201318368,1.25191183738443,3.0117442133935,1.99006384855386,0.679149194013773,0
2024-12-01,b87a3854-2218-4570-91ff-3b200ea19094,17,7,2.42857142857143,311,311,0,2.0,12.0,2,11,6,0,0,0,0,0,0,0,0,5,4,201,201,0,17,7,311,311,0,17,7,311,311,0,0.203247069519758,0.600624533929903,0.604113030232177,0.549602353720405,0.315536631779782,0.0,0
2024-03-01,b882e19c-917f-443d-9f0b-028df2e85066,8,2,4.0,57,57,0,1.0,2.0,2,7,1,0,0,0,0,0,0,0,0,8,2,57,57,0,8,2,57,57,0,8,2,57,57,0,0.26536846124475,0.539177657098526,0.861562885799369,0.221221394507299,0.194120760116428,0.0,0
2024-05-01,b882e19c-917f-443d-9f0b-028df2e85066,10,4,2.5,157,157,0,21.0,63.0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.162069305397147,0.542540655196795,0.531902304283721,0.413827770042503,0.270247595233538,0.0,1
2024-04-01,b882e19c-917f-443d-9f0b-028df2e85066,9,3,3.0,107,107,0,27.0,33.0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.18217665615142,0.496418338108883,0.656322311427961,0.310736611843243,0.221095638600721,0.0,0
2024-11-01,b88a268a-60ae-4b37-8cf5-4f052910dd26,7,4,1.75,7,7,0,11.0,60.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0.0844770691629066,0.351890034364261,0.429434327447656,0.0127196068927615,0.00731868119045258,0.0,0
2024-10-01,b88a268a-60ae-4b37-8cf5-4f052910dd26,6,3,2.0,6,6,0,7.0,29.0,1,6,0,0,0,0,0,0,0,0,0,3,1,3,3,0,4,2,4,4,0,4,2,4,4,0,0.0741014453619089,0.275101567034243,0.486601701135929,0.0112677395583236,0.00652484044550119,0.0,0
2024-03-01,b88f7acf-5c33-4549-ae11-2f0b3ded6b43,17,2,8.5,115,115,0,24.0,25.0,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,115,115,0,0.563907980145093,0.539177657098526,1.83082113232366,0.446323866111217,0.39164714760332,0.0,1
2024-04-01,b892aeb9-c839-42ae-b627-b77f9396561b,48,4,12.0,244,244,0,3.0,6.0,2,44,4,0,0,0,0,0,0,0,0,48,4,244,244,0,48,4,244,244,0,48,4,244,244,0,0.971608832807571,0.66189111747851,2.62528924571184,0.708595638221974,0.504180708584821,0.0,0
2024-09-01,b8cddf45-cde1-4bc5-9096-45d661c0d76a,5,1,5.0,54,54,0,9.0,9.0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,54,54,0,5,1,54,54,0,0.0643456323902681,0.0964393412201345,1.2092910123153,0.106418756776934,0.0628415797657419,0.0,1
2024-08-01,b90bf9c7-24dc-469f-baaf-9ae992eee41d,184,46,4.0,1120,5170,-4050,2.0,91.0,8,120,46,4,6,4,1,3,0,0,0,2,2,100,100,0,5,4,201,201,0,12,8,903,903,0,2.45028988075648,4.7827633919747,0.946541201386404,2.3415285596372,6.54542741289756,12.9997538734421,0
2024-10-01,b90bf9c7-24dc-469f-baaf-9ae992eee41d,202,54,3.74074074074074,480,5530,-5050,6.0,152.0,8,130,53,5,6,4,1,3,0,0,0,3,1,52,52,0,5,2,103,103,0,10,5,206,206,0,2.4947486605176,4.95182820661637,0.91012540397646,0.90141916466589,6.01372794393693,13.0467679263177,1
2024-06-01,b90bf9c7-24dc-469f-baaf-9ae992eee41d,75,20,3.75,249,2249,-2000,1.0,30.0,5,49,20,2,0,2,0,2,0,0,0,16,4,-789,211,-1000,34,9,72,1072,-1000,70,18,146,2146,-2000,1.0967426968971,2.42835595776772,0.812893496283786,0.594586076416376,3.50103639530232,8.94444444444444,0
2025-02-01,b90bf9c7-24dc-469f-baaf-9ae992eee41d,206,56,3.67857142857143,582,5632,-5050,8.0,275.0,8,132,55,5,6,4,1,3,0,0,0,0,0,0,0,0,4,2,102,102,0,4,2,102,102,0,2.48214420711673,4.80105925190334,0.913241433737249,1.10543742506078,5.79517098219163,11.3392632664915,0
2024-07-01,b90bf9c7-24dc-469f-baaf-9ae992eee41d,164,36,4.55555555555556,1014,4064,-3050,4.0,60.0,8,114,36,3,4,3,1,3,0,0,0,14,3,-593,407,-1000,32,7,-280,720,-1000,89,16,765,1815,-1050,2.23456283239919,3.9925390533924,1.01118718311114,2.24592212259165,5.70340247379327,11.6825929405449,0
2025-03-01,b90bf9c7-24dc-469f-baaf-9ae992eee41d,208,58,3.58620689655172,682,5732,-5050,19.0,303.0,8,132,57,5,6,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,100,0,2.57369366212606,5.03031698518689,0.898993979368172,1.31425599222354,6.1089549578269,12.0418748733878,1
2024-09-01,b90bf9c7-24dc-469f-baaf-9ae992eee41d,192,49,3.91836734693878,274,5324,-5050,4.0,122.0,8,124,49,5,6,4,1,3,0,0,0,7,2,-896,104,-1000,7,2,-896,104,-1000,8,3,-846,154,-1000,2.47087228378629,4.72552771978659,0.947689283120561,0.539976654757038,6.1957142717187,14.3517149805098,0
2024-04-01,b948ea66-2a7f-4017-b66f-530651d2b3fe,4,3,1.33333333333333,151,151,0,5.0,7.0,2,1,3,0,0,0,0,0,0,0,0,4,3,151,151,0,4,3,151,151,0,4,3,151,151,0,0.0809674027339642,0.496418338108883,0.291698805079094,0.438516153161959,0.312013471296344,0.0,1
2024-09-01,b94987a3-8d52-4c64-9153-6ed283def0ba,36,4,9.0,85,85,0,9.0,139.0,2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,33,3,33,33,0,0.46328855320993,0.385757364880538,2.17672382216754,0.167511006037767,0.0989173014831122,0.0,1
2025-01-01,b94987a3-8d52-4c64-9153-6ed283def0ba,61,7,8.71428571428571,110,110,0,14.0,261.0,2,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,11,0,16,2,16,16,0,0.7139358680316,0.58707464813825,2.18190348801286,0.194078420312411,0.109071760508682,0.0,1
2024-05-01,b94987a3-8d52-4c64-9153-6ed283def0ba,3,1,3.0,52,52,0,16.0,16.0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,52,52,0,0.0486207916191442,0.135635163799199,0.638282765140465,0.137063974791148,0.0895087576569678,0.0,1
2024-10-01,b94987a3-8d52-4c64-9153-6ed283def0ba,45,5,9.0,94,94,0,1.0,169.0,2,44,1,0,0,0,0,0,0,0,0,9,1,9,9,0,9,1,9,9,0,9,1,9,9,0,0.555760840214317,0.458502611723738,2.18970765511168,0.17652791974707,0.102222500312852,0.0,1
2024-11-01,b97920de-ca78-4430-a135-03c5d92f1694,2,2,1.0,100,100,0,22.0,23.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,100,0,0.0241363054751162,0.175945017182131,0.245391044255804,0.181708669896592,0.104552588435037,0.0,1
2024-11-01,b9d0832d-31e7-4031-b548-b060947cde94,94,15,6.26666666666667,829,829,0,23.0,79.0,2,79,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,111,111,0,1.13440635733046,1.31958762886598,1.53778387733637,1.50636487344275,0.866740958126455,0.0,1
2024-10-01,b9d0832d-31e7-4031-b548-b060947cde94,77,12,6.41666666666667,665,665,0,1.0,48.0,2,65,12,0,0,0,0,0,0,0,0,2,1,51,51,0,13,4,209,209,0,26,6,320,320,0,0.950968548811165,1.10040626813697,1.56118045781111,1.24884113438087,0.723169816043048,0.0,0
2024-09-01,b9d0832d-31e7-4031-b548-b060947cde94,51,6,8.5,345,345,0,3.0,18.0,2,45,6,0,0,0,0,0,0,0,0,3,2,101,101,0,47,5,292,292,0,51,6,345,345,0,0.656325450380734,0.578636047320807,2.05579472093601,0.679897612741525,0.401487870725573,0.0,0
2024-05-01,b9ee9c52-94b0-497a-a105-79c2f3285cfc,8,3,2.66666666666667,155,155,0,15.0,83.0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,102,102,0,0.129655444317718,0.406905491397596,0.567362457902636,0.408556078704382,0.266804950708269,0.0,1
2024-03-01,b9ee9c52-94b0-497a-a105-79c2f3285cfc,4,1,4.0,53,53,0,22.0,22.0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,53,53,0,0.132684230622375,0.269588828549263,0.861562885799369,0.205697086120822,0.180498250634574,0.0,1
2025-04-01,b9faef05-00ac-419f-99f4-8a4be648f515,71,17,4.17647058823529,399,1399,-1000,7.0,167.0,4,49,15,1,0,6,0,0,0,0,0,2,1,51,51,0,4,2,102,102,0,13,4,-693,307,-1000,0.87170088746521,1.44368166793796,1.05628257979427,0.770457941061572,1.4836768251333,2.35264284909275,0
2024-11-01,b9faef05-00ac-419f-99f4-8a4be648f515,5,1,5.0,54,54,0,16.0,16.0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,54,54,0,0.0603407636877904,0.0879725085910653,1.22695522127902,0.0981226817441599,0.0564583977549199,0.0,0
2024-12-01,b9faef05-00ac-419f-99f4-8a4be648f515,11,2,5.5,604,604,0,4.0,46.0,3,4,2,0,0,5,0,0,0,0,0,6,1,550,550,0,6,1,550,550,0,6,1,550,550,0,0.131512809689255,0.171607009694258,1.36813833317287,1.06739492491037,0.612810693231474,0.0,1
2025-03-01,b9faef05-00ac-419f-99f4-8a4be648f515,58,13,4.46153846153846,1092,1092,0,2.0,136.0,3,42,11,0,0,5,0,0,0,0,0,6,3,153,153,0,28,5,273,273,0,43,10,484,484,0,0.717664578862073,1.12748484150741,1.11842298320804,2.1043512368154,1.16381347068161,0.0,0
2024-03-01,ba115786-63fa-4a4b-8aac-ed4f6ab4c777,14,4,3.5,210,210,0,1.0,4.0,2,10,4,0,0,0,0,0,0,0,0,14,4,210,210,0,14,4,210,210,0,14,4,210,210,0,0.464394807178312,1.07835531419705,0.753867525074448,0.815026190290048,0.715181747797368,0.0,0
2024-04-01,ba115786-63fa-4a4b-8aac-ed4f6ab4c777,31,13,2.38461538461538,718,718,0,17.0,35.0,3,18,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,354,354,0,0.627497371188223,2.15114613180516,0.521692093699148,2.08512978788269,1.48361372444222,0.0,1
2024-06-01,ba15a5e2-0c10-4e61-8004-da0126bc8acc,5,1,5.0,54,54,0,5.0,5.0,2,4,1,0,0,0,0,0,0,0,0,5,1,54,54,0,5,1,54,54,0,5,1,54,54,0,0.0731161797931403,0.121417797888386,1.08385799504505,0.128946378018009,0.084062234480358,0.0,1
2024-03-01,ba23344e-63b2-4ca2-9461-fb5bc0341409,6,2,3.0,55,55,0,3.0,4.0,2,5,1,0,0,0,0,0,0,0,0,6,2,55,55,0,6,2,55,55,0,6,2,55,55,0,0.199026345933562,0.539177657098526,0.646172164349527,0.21345924031406,0.187309505375501,0.0,1
2025-03-01,ba933d33-7a01-4780-835b-32e4f452d352,3,2,1.5,101,101,0,19.0,33.0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0371205816652797,0.173459206385755,0.376021520216495,0.194633218789703,0.107642088405533,0.0,1
2025-02-01,ba933d33-7a01-4780-835b-32e4f452d352,2,1,2.0,51,51,0,5.0,5.0,2,1,1,0,0,0,0,0,0,0,0,2,1,51,51,0,2,1,51,51,0,2,1,51,51,0,0.0240984874477352,0.0857332009268454,0.496519614459087,0.0968682279692433,0.052477578141295,0.0,0
2024-07-01,baaf9565-3cc5-4a82-88f4-8f59106c32d2,1,1,1.0,50,50,0,25.0,25.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0136253831243853,0.110903862594233,0.221967918243908,0.11074566679446,0.0701698139000156,0.0,1
2024-04-01,bac46d3a-5186-42f7-8668-9ed8931d3148,106,8,13.25,204,204,0,17.0,56.0,2,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,0,2.14563617245005,1.32378223495702,2.89875687547349,0.592432418841322,0.421528133406981,0.0,1
2024-08-01,bac46d3a-5186-42f7-8668-9ed8931d3148,139,12,11.5833333333333,237,237,0,13.0,178.0,2,137,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,6,0,7,2,7,7,0,1.85103420339755,1.2476774066021,2.74102556234813,0.495484168423228,0.300051508096078,0.0,1
2024-03-01,bac46d3a-5186-42f7-8668-9ed8931d3148,101,5,20.2,199,199,0,1.0,25.0,2,99,2,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,101,5,199,199,0,3.35027682321497,1.34794414274631,4.35089257328681,0.772334342227236,0.677719846722267,0.0,0
2024-06-01,bac46d3a-5186-42f7-8668-9ed8931d3148,107,9,11.8888888888889,205,205,0,5.0,117.0,2,105,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1.5646862475732,1.09276018099548,2.57717345488489,0.489518657290591,0.319125149416174,0.0,1
2024-08-01,bafbf37c-3d5f-40be-84c7-42eeb703f287,82,8,10.25,425,425,0,22.0,59.0,2,75,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,52,52,0,1.09197701207626,0.83178493773473,2.42551182855266,0.888526462362329,0.538067050383262,0.0,0
2024-07-01,bafbf37c-3d5f-40be-84c7-42eeb703f287,71,6,11.8333333333333,316,316,0,3.0,28.0,2,66,5,0,0,0,0,0,0,0,0,5,2,54,54,0,5,2,54,54,0,71,6,316,316,0,0.967402201831358,0.6654231755654,2.62662036588625,0.699912614140988,0.443473223848099,0.0,0
2024-09-01,bafbf37c-3d5f-40be-84c7-42eeb703f287,107,10,10.7,450,450,0,18.0,90.0,2,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,25,25,0,1.37699653315174,0.964393412201345,2.58788276635474,0.88682297314112,0.523679831381182,0.0,1
2025-03-01,bafe639b-7125-41e0-8c53-22e43f59cba0,8,1,8.0,57,57,0,18.0,18.0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,57,57,0,0.0989882177740791,0.0867296031928774,2.00544810782131,0.109842509613991,0.0607485053377762,0.0,1
2024-10-01,bafe76c1-7463-4745-a7d3-4ce24c03266c,147,76,1.93421052631579,4318,4318,0,1.0,225.0,3,68,73,0,0,0,0,6,0,0,0,6,4,202,202,0,6,4,202,202,0,6,4,202,202,0,1.81548541136677,6.96923969820081,0.470595066230142,8.1090165688069,4.69571017394569,0.0,0
2024-07-01,bafe76c1-7463-4745-a7d3-4ce24c03266c,141,72,1.95833333333333,4116,4116,0,18.0,133.0,3,66,69,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,453,453,0,1.92117902053833,7.9850781067848,0.434687173227654,9.11658329051995,5.77637908024929,0.0,1
2024-12-01,bafe76c1-7463-4745-a7d3-4ce24c03266c,176,102,1.72549019607843,5720,5720,0,3.0,286.0,3,70,99,0,0,0,0,7,0,0,0,4,3,151,151,0,7,6,301,301,0,13,12,601,601,0,2.10420495502809,8.75195749440716,0.429219869230705,10.1084420041181,5.80343901537091,0.0,0
2024-06-01,bafe76c1-7463-4745-a7d3-4ce24c03266c,130,65,2.0,3663,3663,0,1.0,103.0,3,63,62,0,0,0,0,5,0,0,0,3,3,150,150,0,7,7,350,350,0,19,15,754,754,0,1.90102067462165,7.8921568627451,0.433543198018019,8.74686264222163,5.70222157225095,0.0,0
2024-11-01,bafe76c1-7463-4745-a7d3-4ce24c03266c,163,90,1.81111111111111,5119,5119,0,10.0,256.0,3,69,87,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,250,250,0,13,12,700,700,0,1.96710889622197,7.91752577319588,0.444430446818844,9.30166681200656,5.35204700198953,0.0,0
2025-01-01,bafe76c1-7463-4745-a7d3-4ce24c03266c,178,104,1.71153846153846,5820,5820,0,16.0,317.0,3,70,101,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,2.08328827064959,8.72225191519686,0.428539052027746,10.2685127838021,5.77088769236845,0.0,1
2024-04-01,bafe76c1-7463-4745-a7d3-4ce24c03266c,47,26,1.80769230769231,1569,1569,0,4.0,42.0,3,19,25,0,0,0,0,3,0,0,0,11,4,207,207,0,14,7,357,357,0,25,16,859,859,0,0.95136698212408,4.30229226361032,0.395476264578387,4.55650228020605,3.24204726135075,0.0,0
2024-05-01,bafe76c1-7463-4745-a7d3-4ce24c03266c,104,48,2.16666666666667,2804,2804,0,2.0,72.0,3,54,45,0,0,0,0,5,0,0,0,9,5,205,205,0,23,10,563,563,0,55,20,1135,1135,0,1.68552077613033,6.51048786236154,0.460981997045891,7.39091125604573,4.82658762442573,0.0,0
2024-03-01,bafe76c1-7463-4745-a7d3-4ce24c03266c,19,9,2.11111111111111,559,559,0,1.0,11.0,3,9,9,0,0,0,0,1,0,0,0,9,5,353,353,0,19,9,559,559,0,19,9,559,559,0,0.630250095456281,2.42629945694337,0.454713745283,2.16952209701017,1.90374570008918,0.0,0
2025-03-01,bb09164b-678c-45ca-afcf-394c962e5e68,5,2,2.5,5,5,0,16.0,18.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,5,0,0.0618676361087994,0.173459206385755,0.626702533694159,0.00963530786087639,0.00532881625769967,0.0,1
2024-09-01,bb0f62a9-f65d-4ea4-a077-23905173258d,2,1,2.0,51,51,0,9.0,9.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,51,51,0,2,1,51,51,0,0.0257382529561072,0.0964393412201345,0.48371640492612,0.10050660362266,0.0593503808898673,0.0,0
2024-10-01,bb0f62a9-f65d-4ea4-a077-23905173258d,6,2,3.0,104,104,0,5.0,39.0,2,4,2,0,0,0,0,0,0,0,0,4,1,53,53,0,4,1,53,53,0,4,1,53,53,0,0.0741014453619089,0.183401044689495,0.729902551703894,0.19530748567761,0.113097234388687,0.0,1
2024-04-01,bb19b7d3-b47f-4442-b8d5-b2986e1e98bb,1,1,1.0,50,50,0,7.0,7.0,1,0,1,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,1,1,50,50,0,0.0202418506834911,0.165472779369628,0.21877410380932,0.145204024225814,0.103315718972299,0.0,1
2024-03-01,bb1a4fcc-630e-4c66-b071-e379c8cb345f,34,4,8.5,181,181,0,1.0,25.0,2,31,3,0,0,0,0,0,0,0,0,14,3,112,112,0,14,3,112,112,0,34,4,181,181,0,1.12781596029019,1.07835531419705,1.83082113232366,0.702474954488089,0.616418554053922,0.0,0
2024-03-01,bb1ab728-1590-4340-b2a1-57f28fb9ab66,11,1,11.0,60,60,0,25.0,25.0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,60,60,0,0.364881634211531,0.269588828549263,2.36929793594827,0.232864625797156,0.204337642227819,0.0,1
2024-07-01,bb1c2d7b-5511-4034-b290-fdecf2133297,7,4,1.75,203,203,0,24.0,28.0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,203,203,0,0.0953776818706973,0.443615450376933,0.38844385692684,0.449627407185508,0.284889444434063,0.0,0
2024-06-01,bb32db83-b2c4-4174-afdc-1de6175ed928,21,2,10.5,21,21,0,5.0,24.0,1,21,0,0,0,0,0,0,0,0,0,15,1,15,15,0,15,1,15,15,0,21,2,21,21,0,0.307087955131189,0.242835595776772,2.2761017895946,0.0501458136736703,0.0326908689645837,0.0,0
2024-07-01,bb32db83-b2c4-4174-afdc-1de6175ed928,61,3,20.3333333333333,61,61,0,10.0,54.0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,40,40,0,40,1,40,40,0,0.831148370587505,0.3327115877827,4.51334767095947,0.135109713489241,0.0856071729580191,0.0,1
2024-05-01,bb416824-f8fc-4640-bbe3-6a686342801f,10,2,5.0,108,108,0,15.0,16.0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,108,108,0,0.162069305397147,0.271270327598397,1.06380460856744,0.284671332258537,0.185902804364472,0.0,1
2024-07-01,bb416824-f8fc-4640-bbe3-6a686342801f,82,7,11.7142857142857,524,524,0,24.0,77.0,3,74,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,416,416,0,1.1172814161996,0.776327038159633,2.60019561371436,1.16061458800594,0.735379649672164,0.0,1
2024-08-01,bb9228ac-360e-4002-9577-a7bd36371364,13,2,6.5,111,111,0,2.0,3.0,2,11,2,0,0,0,0,0,0,0,0,13,2,111,111,0,13,2,111,111,0,13,2,111,111,0,0.173118306792577,0.207946234433683,1.53812945225291,0.232062205464044,0.140530453158923,0.0,1
2024-03-01,bb98ea93-5558-4839-bf50-6a39a63ef914,82,4,20.5,278,278,0,1.0,4.0,2,78,4,0,0,0,0,0,0,0,0,82,4,278,278,0,82,4,278,278,0,82,4,278,278,0,2.72002672775869,1.07835531419705,4.41550978972177,1.07893943286016,0.946764408988896,0.0,0
2025-04-01,bbaf6627-0198-48bc-b48f-accc0e6ef70a,4,1,4.0,4,4,0,22.0,22.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,4,0,0.0491099091529696,0.0849224510551742,1.01165092149311,0.00772388913344935,0.0042421067194662,0.0,1
2024-06-01,bbcba753-7457-4279-89e8-e40d10822a47,6,4,1.5,202,202,0,16.0,19.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,202,202,0,0.0877394157517683,0.485671191553544,0.325157398513514,0.482354969622924,0.314455025278376,0.0,1
2024-04-01,bbde3998-cb85-4999-9c87-556af25c9368,2,1,2.0,2,2,0,3.0,3.0,1,2,0,0,0,0,0,0,0,0,0,2,1,2,2,0,2,1,2,2,0,2,1,2,2,0,0.0404837013669821,0.165472779369628,0.437548207618641,0.00580816096903257,0.00413262875889197,0.0,1
2024-07-01,bbde3998-cb85-4999-9c87-556af25c9368,3,2,1.5,3,3,0,18.0,94.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.040876149373156,0.221807725188467,0.332951877365863,0.0066447400076676,0.00421018883400094,0.0,1
2024-07-01,bbf24778-b8a3-44d1-af0c-4f3f7557f121,7,7,1.0,350,350,0,12.0,116.0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,100,0,4,4,200,200,0,0.0953776818706973,0.776327038159633,0.221967918243908,0.775219667561221,0.491188697300109,0.0,1
2024-04-01,bbf24778-b8a3-44d1-af0c-4f3f7557f121,3,3,1.0,150,150,0,21.0,25.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,150,150,0,0.0607255520504732,0.496418338108883,0.21877410380932,0.435612072677443,0.309947156916898,0.0,1
2025-02-01,bc30652c-22b9-4f42-b91f-31e87f4e703d,145,15,9.66666666666667,438,488,-50,1.0,169.0,4,138,5,0,0,1,1,0,0,0,0,58,5,353,353,0,58,5,353,353,0,58,5,353,353,0,1.7471403399608,1.28599801390268,2.39984480321892,0.831927134324089,0.502138394763764,0.112269933331599,0
2024-11-01,bc30652c-22b9-4f42-b91f-31e87f4e703d,87,10,8.7,85,135,-50,10.0,77.0,3,85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,51,3,51,51,0,51,3,51,51,0,1.04992928816755,0.879725085910653,2.13490208502549,0.154452369412104,0.1411459943873,0.123114804555248,1
2025-03-01,bc30652c-22b9-4f42-b91f-31e87f4e703d,148,18,8.22222222222222,539,589,-50,17.0,197.0,4,139,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,101,101,0,1.83128202882046,1.56113285747179,2.06115499970523,1.03868618740247,0.627734555157021,0.119226483894929,1
2024-09-01,bc30652c-22b9-4f42-b91f-31e87f4e703d,17,3,5.66666666666667,15,65,-50,6.0,16.0,3,15,1,0,0,0,1,0,0,0,0,4,1,-47,3,-50,14,2,-37,13,-50,17,3,15,65,-50,0.218775150126911,0.289318023660404,1.37052981395734,0.0295607657713707,0.0756426423106152,0.14209618792584,0
